eps_11,eps_22,gam_12,sig_11,sig_22,sig_12
-2.2965172507396024e-10,-4.819555474884779e-10,5.434546811584704e-10,-23.5144653351151,-46.31428871515741,15.439053442001995
496,232,280,497,249,280
