eps_11,eps_22,gam_12,sig_11,sig_22,sig_12
-6.434399253574336e-11,-1.5384171703235192e-10,1.799385458320862e-10,-6.502569211160315,-15.087593270276017,5.111890506593357
2016,976,1072,1072,976,1072
