eps_11,eps_22,gam_12,sig_11,sig_22,sig_12
-3.371361416506078e-11,-7.901655092550309e-11,-9.377851906910378e-11,-4.2045689667343025,-8.04228220556074,-2.664162473554085
4064,2000,2000,2065,2000,2000
