eps_11,eps_22,gam_12,sig_11,sig_22,sig_12
-1.325944809687341e-11,-2.522430849156162e-11,-3.291210007242868e-11,-1.6412812984537637,-2.6241791613134833,-0.9350028429667239
8225,8161,8096,8225,8161,8096
